id	gene_short_name
LOC117681702	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2-like
LOC105325107	sex peptide receptor
LOC117681703	sex peptide receptor-like
LOC105325098	sex peptide receptor
LOC105325106	sex peptide receptor
LOC105342654	RING finger protein 121
LOC105323889	uncharacterized LOC105323889
LOC105323907	heat shock 70 kDa protein 12A-like
LOC105342364	uncharacterized LOC105342364
LOC105342365	uncharacterized LOC105342365
LOC105342366	uncharacterized LOC105342366
LOC105319155	uncharacterized LOC105319155
LOC105344861	uncharacterized LOC105344861
LOC105344869	glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
LOC105327404	cysteine-rich hydrophobic domain-containing protein 2
LOC105327414	U3 small nucleolar RNA-associated protein 18 homolog
LOC105327405	39S ribosomal protein L30, mitochondrial
LOC105327406	toll-like receptor 4
LOC109618653	acid-sensing ion channel 2-like
LOC105327407	acid-sensing ion channel 2
LOC105318339	C2 domain-containing protein 3
LOC105318323	protein phosphatase methylesterase 1
LOC117681704	uncharacterized LOC117681704_ncRNA
LOC105318324	pre-mRNA 3'-end-processing factor FIP1
LOC105318326	mucin-2
LOC105318327	mucin-5AC
LOC105328423	complement C1q tumor necrosis factor-related protein 3
LOC105318329	uncharacterized LOC105318329
LOC105318330	uncharacterized LOC105318330
LOC105337595	uncharacterized LOC105337595
LOC117681705	pre-mRNA-splicing factor CWC22 homolog
LOC105336374	uncharacterized LOC105336374
LOC105344346	exocyst complex component 5-like
LOC117681706	uncharacterized LOC117681706
LOC105344347	DNA-directed RNA polymerase III subunit RPC9
LOC105344349	uncharacterized LOC105344349
LOC105344348	uncharacterized LOC105344348
LOC105344351	selenoprotein S
LOC105344350	uncharacterized LOC105344350_ncRNA
LOC105344352	putative ankyrin repeat protein RBE_0220
LOC117681708	kelch-like protein 1
LOC105344353	serine/threonine-protein kinase Chk1
LOC105344354	histone H2A
LOC105344357	UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase
LOC105344358	calponin-2
LOC105344359	uncharacterized LOC105344359
LOC105344360	uncharacterized LOC105344360
LOC105344361	uncharacterized LOC105344361
LOC105344364	von Willebrand factor D and EGF domain-containing protein
LOC105344366	protein CNPPD1
LOC105344365	disco-interacting protein 2 homolog C
LOC105344367	COP9 signalosome complex subunit 8
LOC105344368	uncharacterized methyltransferase YdaC
LOC105344369	uncharacterized LOC105344369_ncRNA
LOC105333271	exonuclease mut-7 homolog
LOC105333272	uncharacterized LOC105333272_ncRNA
LOC105320979	DENN domain-containing protein 1B
LOC117681710	histone H3.3-like
LOC105338132	uncharacterized LOC105338132
LOC105320250	mucin-5AC
LOC105330995	uncharacterized LOC105330995
LOC109619089	uncharacterized oxidoreductase TM_0325-like
LOC105330984	protocadherin Fat 1-like
LOC105330989	cell wall protein PRY3
LOC105330983	delta-aminolevulinic acid dehydratase
LOC105330992	anoctamin-7
LOC105330982	anoctamin-4
LOC105330981	microsomal glutathione S-transferase 2
LOC105336556	Bardet-Biedl syndrome 7 protein homolog
LOC105336519	flocculation protein FLO11-like
LOC105336522	neurobeachin
LOC105336521	protein mab-21-like 2
LOC105336520	uncharacterized LOC105336520_ncRNA
LOC105336523	septin-11
LOC105336525	large neutral amino acids transporter small subunit 1
LOC105336526	histone-lysine N-methyltransferase 2D
LOC105336529	steroid receptor RNA activator 1
LOC105336527	stromal interaction molecule 1
LOC105336530	rho GTPase-activating protein 6
LOC105336531	testis-expressed protein 26
Trnas-uga_4	NA
LOC105336532	PGAP2-interacting protein
LOC105336534	dolichyl-phosphate beta-glucosyltransferase
LOC105336540	uncharacterized LOC105336540
LOC105336539	uncharacterized LOC105336539_ncRNA
LOC105336537	uncharacterized LOC105336537
LOC117681712	uncharacterized LOC117681712_ncRNA
LOC105336535	uncharacterized LOC105336535
LOC105344206	coiled-coil domain-containing protein 158-like
LOC109618584	uncharacterized LOC109618584
LOC105344216	uncharacterized LOC105344216
LOC105344218	gamma-aminobutyric acid receptor subunit beta-like
LOC105344230	DBH-like monooxygenase protein 2 homolog
LOC105344233	U3 small nucleolar ribonucleoprotein protein IMP3-like
LOC105344250	neurogenic locus notch homolog protein 1
LOC105344277	ubiquitin carboxyl-terminal hydrolase isozyme L5
LOC105344260	CDGSH iron-sulfur domain-containing protein 3, mitochondrial
LOC105344284	AP-3 complex subunit mu-2
LOC117681714	uncharacterized LOC117681714_ncRNA
LOC105324600	tripartite motif-containing protein 3
LOC105321011	uncharacterized LOC105321011
LOC105321010	neuronal acetylcholine receptor subunit beta-2-like
LOC105321044	neuronal acetylcholine receptor subunit alpha-6
LOC105321043	neuronal acetylcholine receptor subunit alpha-7
LOC105321009	uncharacterized protein PB18E9.04c-like
LOC105321008	multiple epidermal growth factor-like domains protein 10
LOC105321007	uncharacterized LOC105321007
LOC105321006	uncharacterized LOC105321006
LOC105321002	carbonic anhydrase-related protein 10-like
LOC105321003	uncharacterized LOC105321003_ncRNA
LOC105321004	dnaJ homolog subfamily C member 7-like
LOC105321005	uncharacterized LOC105321005
LOC105321001	villin-1
LOC105321000	uncharacterized LOC105321000
LOC105320998	cardioacceleratory peptide receptor
LOC117681717	uncharacterized LOC117681717_ncRNA
LOC105320995	caprin-2
LOC117681719	somatostatin receptor type 1-like
LOC105320994	mesotocin receptor
LOC105320993	mesotocin receptor
LOC117681077	uncharacterized LOC117681077
LOC117681076	mesotocin receptor-like
LOC117681175	uncharacterized LOC117681175_ncRNA
LOC117681176	uncharacterized LOC117681176_ncRNA
LOC105348435	uncharacterized LOC105348435
LOC105348525	uncharacterized LOC105348525
LOC117681477	uncharacterized LOC117681477_ncRNA
LOC117681737	uncharacterized LOC117681737_ncRNA
LOC117681827	centrosomal protein of 164 kDa-like
LOC117681828	protein dcd1A-like
LOC105331652	prolyl 4-hydroxylase subunit alpha-1-like
LOC117681826	discoidin domain-containing receptor 2-like
LOC117681177	uncharacterized LOC117681177_ncRNA
LOC117681242	uncharacterized LOC117681242
LOC109621112	uncharacterized LOC109621112
LOC117681243	putative nuclease HARBI1
LOC117680528	myb-related transcription factor, partner of profilin-like
LOC117681192	mesotocin receptor-like
LOC117681686	uncharacterized LOC117681686_ncRNA
LOC117681392	uncharacterized LOC117681392_ncRNA
LOC105331645	uncharacterized LOC105331645_ncRNA
LOC105331648	protein PRY2-like
LOC105331649	centrosomal protein of 164 kDa
LOC105331651	protein dcd1A-like
LOC117681794	prolyl 4-hydroxylase subunit alpha-1-like
LOC105331653	discoidin domain-containing receptor 2
LOC117681795	uncharacterized LOC117681795_ncRNA
LOC109619169	uncharacterized LOC109619169_ncRNA
LOC105331654	uncharacterized LOC105331654_ncRNA
LOC109619170	hypothetical protein_ncRNA
LOC105331655	uncharacterized LOC105331655_ncRNA
LOC117681373	uncharacterized LOC117681373_ncRNA
LOC117681374	uncharacterized LOC117681374
LOC117681375	uncharacterized LOC117681375_ncRNA
LOC117681377	uncharacterized LOC117681377_ncRNA
LOC117681376	uncharacterized LOC117681376_ncRNA
LOC117681378	uncharacterized LOC117681378_ncRNA
LOC117681379	uncharacterized LOC117681379_ncRNA
LOC105331656	uncharacterized LOC105331656_ncRNA
LOC109619171	leucine-rich repeat-containing protein 24-like
LOC105331657	alpha-N-acetylgalactosaminidase
LOC105331659	uncharacterized LOC105331659
LOC105331660	protein THEM6
LOC105331661	mitochondrial import inner membrane translocase subunit Tim8
LOC105331662	uncharacterized LOC105331662
LOC105331663	39S ribosomal protein L22, mitochondrial
LOC105331664	uncharacterized LOC105331664
LOC105331665	mitotic spindle assembly checkpoint protein MAD2B-like
LOC105331670	uncharacterized LOC105331670
LOC105331668	tubulin beta chain-like
LOC105331667	uncharacterized LOC105331667
LOC117681381	G2/M phase-specific E3 ubiquitin-protein ligase-like
LOC105340729	uncharacterized LOC105340729
LOC105331666	uncharacterized LOC105331666_ncRNA
LOC105331671	phosphatidylinositol polyphosphate 5-phosphatase type IV
LOC105331672	uncharacterized LOC105331672
LOC105331673	voltage-dependent R-type calcium channel subunit alpha-1E
LOC105324267	roquin-2
LOC105323670	uncharacterized LOC105323670
LOC105341356	LIM homeobox transcription factor 1-beta.1
LOC105341355	LIM/homeobox protein LMX-1.2
LOC105329641	rab GTPase-activating protein 1
LOC105329640	tubulin alpha chain, testis-specific
LOC105329638	ADP-ribosylation factor-like protein 3
LOC105335554	sideroflexin-2
LOC105335564	bromodomain-containing protein 3
LOC117681940	small nucleolar RNA SNORD10_ncRNA
LOC105331773	WD repeat-containing protein 5
LOC105331770	uncharacterized LOC105331770
LOC105331772	protein furry homolog-like
LOC105331769	uncharacterized LOC105331769
LOC105331768	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like
LOC105331767	ran GTPase-activating protein 1
LOC105339146	SH3 and PX domain-containing protein 2A
LOC105339149	vesicle-associated membrane protein 7-like
LOC105339148	metallophosphoesterase MPPED2
LOC105339151	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2
LOC105339150	U-scoloptoxin(16)-Cw1a
LOC105339153	U-scoloptoxin(16)-Er13a
LOC117681385	uncharacterized LOC117681385_ncRNA
LOC109619229	uncharacterized LOC109619229_ncRNA
LOC105332136	inositol oxygenase
LOC105332138	MAGUK p55 subfamily member 7
LOC105332139	uncharacterized LOC105332139
LOC105332140	nucleolar protein 58
LOC105332141	uncharacterized LOC105332141
LOC105332153	uncharacterized LOC105332153
LOC105332142	cyclin-dependent kinases regulatory subunit 1
LOC105332143	succinate dehydrogenase cytochrome b560 subunit, mitochondrial
LOC105332144	zinc finger protein 879
LOC105332145	nicastrin
LOC105332146	serum amyloid A-5 protein
LOC109619230	signal peptide, CUB and EGF-like domain-containing protein 1
LOC117681386	uncharacterized LOC117681386_ncRNA
LOC105332147	latent-transforming growth factor beta-binding protein 2
LOC105332149	major surface-labeled trophozoite antigen 417
LOC105332592	uncharacterized LOC105332592
LOC105324307	frizzled-7-A
LOC117681387	uncharacterized LOC117681387
LOC117681388	signal peptide, CUB and EGF-like domain-containing protein 1
LOC105325009	bestrophin-4
LOC105325007	signal recognition particle receptor subunit alpha
LOC105325006	upstream stimulatory factor 2
LOC105325010	hypoxia up-regulated protein 1
LOC105325012	titin homolog
LOC105325013	frizzled-7-A
LOC105325014	probable DNA primase large subunit
LOC105325015	protein FAM210A-like
LOC105325016	ras-related protein Rab-5B-like
LOC105325017	flocculation protein FLO10
LOC105325018	dimethylaniline monooxygenase [N-oxide-forming] 2
LOC105325019	glucose-6-phosphate exchanger SLC37A2
LOC105325021	RNA-binding protein 42
LOC105325020	uncharacterized LOC105325020
LOC105325022	heat shock 70 kDa protein 12A
LOC105325023	nose resistant to fluoxetine protein 6
LOC117681389	uncharacterized LOC117681389_ncRNA
LOC109618340	uncharacterized LOC109618340_ncRNA
LOC117681390	uncharacterized LOC117681390_ncRNA
LOC117681391	uncharacterized LOC117681391_ncRNA
LOC109619150	uncharacterized LOC109619150_ncRNA
LOC105325024	nephrin
LOC105325026	kin of IRRE-like protein 1
LOC109618336	alpha-(1,3)-fucosyltransferase C-like
LOC117681875	5-hydroxytryptamine receptor 2A-like
LOC105325027	D(2) dopamine receptor
LOC105325028	cell adhesion molecule 1-like
LOC105325032	hemicentin-1
LOC105325033	cell adhesion molecule 4-like
LOC105325034	cell adhesion molecule 1-like
LOC117681876	uncharacterized LOC117681876_ncRNA
LOC105346316	BET1-like protein
LOC117681244	uncharacterized LOC117681244
LOC105346317	alpha-(1,3)-fucosyltransferase C
LOC105346328	growth hormone secretagogue receptor type 1
LOC105346330	growth hormone secretagogue receptor type 1
LOC105346320	hemicentin-2
LOC117681245	uncharacterized protein K02A2.6-like
LOC105346331	uncharacterized LOC105346331
LOC105336974	uncharacterized LOC105336974
LOC105339434	alpha-N-acetylgalactosaminidase
LOC105339435	dnaJ homolog subfamily B member 11-like
LOC105339436	collagen alpha-1(I) chain
LOC105339438	E3 ubiquitin-protein ligase TRIM31
LOC105339437	uncharacterized LOC105339437
LOC105339440	retinoic acid receptor beta
LOC117681877	uncharacterized LOC117681877_ncRNA
LOC105339441	thyroid hormone receptor beta-A
LOC109620142	uncharacterized LOC109620142_ncRNA
LOC105339442	solute carrier family 35 member F5
LOC117681191	uncharacterized LOC117681191
LOC105339445	uncharacterized LOC105339445
LOC117681466	uncharacterized LOC117681466_ncRNA
LOC105339446	uncharacterized LOC105339446_ncRNA
LOC105339447	uncharacterized LOC105339447_ncRNA
LOC105339448	uncharacterized LOC105339448_ncRNA
LOC105326867	uncharacterized LOC105326867
LOC109620145	uncharacterized LOC109620145_ncRNA
LOC105339450	uncharacterized LOC105339450_ncRNA
LOC105339451	uncharacterized LOC105339451_ncRNA
LOC105326869	uncharacterized LOC105326869
LOC117681183	RNA-binding protein 7-like
LOC117681182	uncharacterized LOC117681182
LOC105347955	uncharacterized LOC105347955
LOC105318031	myogenesis-regulating glycosidase
LOC105318029	uncharacterized LOC105318029
LOC105318026	tumor necrosis factor receptor superfamily member 27
LOC105318027	uncharacterized LOC105318027_ncRNA
LOC105318028	uncharacterized LOC105318028
LOC105318025	nmrA-like family domain-containing protein 1
LOC105327679	E3 ubiquitin-protein ligase LRSAM1
LOC105327675	kynurenine--oxoglutarate transaminase 3
LOC105327674	uncharacterized LOC105327674_ncRNA
LOC105327673	ficolin-2
LOC105327672	probable ATP-dependent RNA helicase DDX31
LOC105327670	E3 ubiquitin-protein ligase cblA
LOC109618691	uncharacterized LOC109618691
LOC105327668	neuronal calcium sensor 1
LOC105327666	GDP-fucose protein O-fucosyltransferase 1
LOC105327664	ribonuclease 3
LOC105327665	crystallin J1A
LOC105327678	uncharacterized LOC105327678
LOC105327662	tRNA-splicing endonuclease subunit Sen15-like
LOC105327660	low-density lipoprotein receptor class A domain-containing protein 2
LOC105327659	tripartite motif-containing protein 45
LOC105327658	ryncolin-1
LOC105327677	monocarboxylate transporter 4
LOC105339637	monocarboxylate transporter 14-like
LOC105339636	geranylgeranyl transferase type-2 subunit beta
LOC105339638	MORN repeat-containing protein 5
LOC105339639	70 kDa neurofilament protein
LOC105339641	uncharacterized LOC105339641
LOC105339642	uncharacterized LOC105339642
LOC105339643	acyl-CoA-binding domain-containing protein 6
LOC105339644	protein SET
LOC109620162	uncharacterized LOC109620162_ncRNA
LOC105339645	LIM domain transcription factor LMO4.1
LOC105339646	ras-related protein Rab-14
LOC105339647	coiled-coil domain-containing protein 105
LOC105339648	pinin
LOC105339649	transcription initiation factor TFIID subunit 1
LOC105339650	golgin subfamily A member 6-like protein 22
LOC105339651	alpha-aspartyl dipeptidase
LOC105339652	kelch-like protein 24
LOC105337548	multidrug resistance-associated protein 4
LOC105339653	kelch-like protein 24
LOC117680662	multidrug resistance-associated protein 4-like
LOC117681186	uncharacterized LOC117681186_ncRNA
LOC117681185	multidrug resistance-associated protein 4-like
LOC117680611	multidrug resistance-associated protein 4-like
LOC105337546	multidrug resistance-associated protein 4-like
LOC105337545	multidrug resistance-associated protein 4-like
LOC117681184	multidrug resistance-associated protein 4-like
LOC105337544	rap guanine nucleotide exchange factor 1
LOC117681187	uncharacterized LOC117681187_ncRNA
LOC105337549	syntaxin-binding protein 1
LOC105337550	uncharacterized LOC105337550
LOC105337551	whey acidic protein
LOC105337552	Krueppel-like factor 8
LOC105337554	F-BAR and double SH3 domains protein 2
LOC105337557	protein Jade-1
LOC105337558	glutathione hydrolase 1 proenzyme
LOC105337559	protein O-mannosyl-transferase TMTC1
LOC105337572	RNA-binding protein 41
LOC117681188	uncharacterized LOC117681188
LOC105318603	fibronectin type III domain-containing protein 2
LOC105318604	fibronectin type III domain-containing protein 2
LOC105318610	solute carrier organic anion transporter family member 4A1
LOC117681189	uncharacterized LOC117681189_ncRNA
LOC105318606	WD repeat-containing protein 86
LOC105318607	TGF-beta receptor type-1-like
LOC117681190	uncharacterized LOC117681190_ncRNA
LOC105318608	mucin-3A
LOC105318609	cys-loop ligand-gated ion channel
LOC105327191	QRFP-like peptide receptor
LOC117681796	uncharacterized LOC117681796
LOC117681799	uncharacterized LOC117681799
LOC117681798	uncharacterized LOC117681798
LOC117681800	uncharacterized LOC117681800
LOC105327190	thyroid transcription factor 1-associated protein 26
